tokenID,name,file_name,description,attributes[Type],attributes[Civilization Tier],attributes[Atmosphere],attributes[Orbital Belt],attributes[Tier],external_url
79,Arakis,Arakis.png,"Arakis floats in the dark sky, calm and faintly shining. Barren, flat planet scarred by endless craters. Moons quietly circle this world, adding intrigue to its appearance. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Flat,Spacefaring,,,Rare,https://thonbo.com/uniworlds-nft
80,Arc'am,Arcam.png,"Arc'am floats in the dark sky, calm and faintly shining. Devoid of life, this planet drifts silently. Moons quietly circle this world, adding intrigue to its appearance. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Dead,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
81,Arcandia,Arcandia.png,"Arcandia glides through the heavens, steady and quiet. Alien-like protrusions dramatically decorate this planet. Cosmic dust and ice form a breathtaking ring system. A multitude of moons orbit, silently accompanying this world. The planet's barren expanse remains untouched by technology or settlement.",Protrusion,Uninhabited,,Rings,Common,https://thonbo.com/uniworlds-nft
82,Arcdalekon Visva,Arcdalekon_Visva.png,"Arcdalekon Visva floats in the dark sky, calm and faintly shining. A terrestrial paradise filled with lush lands and oceans. Moons quietly revolve, adding mystery to this planet. Silence envelops this world, devoid of any sentient interference.",Earthlike,Uninhabited,,,Common,https://thonbo.com/uniworlds-nft
83,Arceaux,Arceaux.png,"Arceaux orbits among the stars, a small part of the cosmic sea. Marble-like strata gleam softly under distant starlight, highlighting intricate stone patterns. Moons quietly circle this world, adding intrigue to its appearance. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Marble,Spacefaring,,,Rare,https://thonbo.com/uniworlds-nft
84,Arceaux Sidenarnia 8,Arceaux_Sidenarnia_8.png,"Arceaux Sidenarnia 8 floats in the dark sky, calm and faintly shining. Covered entirely with unusual, sharp formations. Beautiful celestial rings encircle the planet. Moons quietly revolve, adding mystery to this planet. Nature reigns supreme, unchallenged by intelligent life.",Protrusion,Uninhabited,,Rings,Common,https://thonbo.com/uniworlds-nft
85,Arciza,Arciza.png,"Arciza orbits among the stars, a small part of the cosmic sea. A planetary disk filled with empty craters and flat plains. Drifting asteroids form a dense orbital belt around this planet. A multitude of moons orbit, silently accompanying this world. Satellites and engineering feats encircle the planet, testaments to scientific progress.",Flat,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
86,Arfar 2,Arfar_2.png,"Arfar 2 drifts in silent patterns, softly lit by starlight. Covered by striking, alien protruding formations. Several moons orbit this planet, silent companions on its cosmic journey. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Protrusion,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
87,Ariaacalla Beta,Ariaacalla_Beta.png,"Ariaacalla Beta floats in the dark sky, calm and faintly shining. Covered by striking, alien protruding formations. Surrounded by a dense field of drifting asteroids. Several moons orbit this planet, silent companions on its cosmic journey. Nature reigns supreme, unchallenged by intelligent life.",Protrusion,Uninhabited,,Asteroids,Common,https://thonbo.com/uniworlds-nft
88,Ariaamis,Ariaamis.png,"Ariaamis drifts in silent patterns, softly lit by starlight. Covered entirely with unusual, sharp formations. Moons quietly revolve, adding mystery to this planet. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Protrusion,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
89,Ariaenella,Ariaenella.png,"Ariaenella stands beneath distant suns, patient and unhurried. This planet boasts vibrant landscapes and deep blue seas. An asteroid field encircles this mysterious planet. Shrouded in thick atmospheric clouds. A multitude of moons orbit, silently accompanying this world. Simple communities flourished here before more advanced visitors arrived.",Earthlike,Primitive,Clouds,Asteroids,Common,https://thonbo.com/uniworlds-nft
90,Ariaix 148,Ariaix_148.png,"Ariaix 148 glides through the heavens, steady and quiet. Planet rupturing under immense cosmic pressure, scattering fragments. Moons gracefully orbit, enhancing the planet's cosmic presence. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Exploding,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
91,Ariaonia,Ariaonia.png,"Ariaonia floats in the dark sky, calm and faintly shining. This planet boasts vibrant landscapes and deep blue seas. Encircled by majestic rings of dust and debris. Covered by a dense, swirling cloud layer. Moons quietly circle this world, adding intrigue to its appearance. Early tribes or fledgling societies once roamed here, shaping rudimentary culture.",Earthlike,Primitive,Clouds,Rings,Common,https://thonbo.com/uniworlds-nft
92,Ariaurrinia,Ariaurrinia.png,"Ariaurrinia stands beneath distant suns, patient and unhurried. World exploding dramatically, fragmenting across space. An asteroid field encircles this mysterious planet. Moons gracefully orbit, enhancing the planet's cosmic presence. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Exploding,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
93,Arrax 10,Arrax_10.png,"Arrax 10 stands beneath distant suns, patient and unhurried. A rough, craggy planetary landscape dominates this world. An asteroid field encircles this mysterious planet. Moons gracefully orbit, enhancing the planet's cosmic presence. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Rough,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
94,Arum Beta,Arum_Beta.png,"Arum Beta orbits among the stars, a small part of the cosmic sea. A barren, desolate planet with no living inhabitants. Cosmic dust and ice form a breathtaking ring system. Moons quietly revolve, adding mystery to this planet. Nature reigns supreme, unchallenged by intelligent life.",Dead,Uninhabited,,Rings,Common,https://thonbo.com/uniworlds-nft
95,Astaresh,Astaresh.png,"Astaresh drifts in silent patterns, softly lit by starlight. An Earthlike world of remarkable natural beauty. Adorned by stunning planetary rings of dust. Several moons orbit this planet, silent companions on its cosmic journey. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Earthlike,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
96,Atargill Woncon,Atargill_Woncon.png,"Atargill Woncon glides through the heavens, steady and quiet. A lifeless stone wandering through the void. Moons quietly revolve, adding mystery to this planet. This world thrives under the watchful eyes of a spacefaring culture.",Dead,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
97,Atarnia,Atarnia.png,"Atarnia stands beneath distant suns, patient and unhurried. A rough, craggy planetary landscape dominates this world. Adorned by stunning planetary rings of dust. Moons gracefully orbit, enhancing the planet's cosmic presence. This world thrives under the watchful eyes of a spacefaring culture.",Rough,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
98,Atarornia 4,Atarornia_4.png,"Atarornia 4 orbits among the stars, a small part of the cosmic sea. A rough, craggy planetary landscape dominates this world. Surrounded by expansive, glittering rings. Several moons orbit this planet, silent companions on its cosmic journey. The planet's barren expanse remains untouched by technology or settlement.",Rough,Uninhabited,,Rings,Common,https://thonbo.com/uniworlds-nft
99,Atarpod,Atarpod.png,"Atarpod drifts in silent patterns, softly lit by starlight. A planet rich with terrestrial charm, oceans, and continents. An asteroid field encircles this mysterious planet. A multitude of moons orbit, silently accompanying this world. Traces of tribal life echo across the planet's surface, hinting at budding progress.",Earthlike,Primitive,,Asteroids,Common,https://thonbo.com/uniworlds-nft
100,Atesh World,Atesh_World.png,"Atesh World stands beneath distant suns, patient and unhurried. An Earthlike world of remarkable natural beauty. Covered by a dense, swirling cloud layer. Several moons orbit this planet, silent companions on its cosmic journey. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Earthlike,Spacefaring,Clouds,,Common,https://thonbo.com/uniworlds-nft
101,Atidian 69,Atidian_69.png,"Atidian 69 orbits among the stars, a small part of the cosmic sea. Covered by striking, alien protruding formations. Surrounded by expansive, glittering rings. Moons quietly circle this world, adding intrigue to its appearance. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Protrusion,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
102,Attus,Attus.png,"Attus stands beneath distant suns, patient and unhurried. A planet rich with terrestrial charm, oceans, and continents. Several moons orbit this planet, silent companions on its cosmic journey. Satellites and engineering feats encircle the planet, testaments to scientific progress.",Earthlike,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
103,Avaroid,Avaroid.png,"Avaroid floats in the dark sky, calm and faintly shining. Characterized by distinctive alien-like spikes and formations. Asteroids densely cluster around this celestial body. Moons quietly revolve, adding mystery to this planet. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Protrusion,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
104,Avsea XII,Avsea_XII.png,"Avsea XII floats in the dark sky, calm and faintly shining. This planet boasts vibrant landscapes and deep blue seas. Cosmic dust and ice form a breathtaking ring system. Moons quietly revolve, adding mystery to this planet. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Earthlike,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
105,Avuridan 60,Avuridan_60.png,"Avuridan 60 orbits among the stars, a small part of the cosmic sea. Uneven, harsh surfaces shape this planet. Drifting asteroids form a dense orbital belt around this planet. Moons quietly revolve, adding mystery to this planet. This world thrives under the watchful eyes of a spacefaring culture.",Rough,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
106,Avvin,Avvin.png,"Avvin glides through the heavens, steady and quiet. Planet in mid-explosion, its pieces drifting outward. Adorned by stunning planetary rings of dust. Moons quietly circle this world, adding intrigue to its appearance. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Exploding,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
107,Baebus,Baebus.png,"Baebus floats in the dark sky, calm and faintly shining. Strange protrusions cover the entire surface. Countless asteroids accompany this planet on its voyage. Moons quietly revolve, adding mystery to this planet. No civilization has ever thrived here, leaving the planet free from footprints of progress.",Protrusion,Uninhabited,,Asteroids,Common,https://thonbo.com/uniworlds-nft
108,Banchia 145,Banchia_145.png,"Banchia 145 orbits among the stars, a small part of the cosmic sea. Cold, silent, and devoid of any signs of life. Surrounded by expansive, glittering rings. Moons quietly revolve, adding mystery to this planet. The planet's barren expanse remains untouched by technology or settlement.",Dead,Uninhabited,,Rings,Common,https://thonbo.com/uniworlds-nft
109,Banenella One,Banenella_One.png,"Banenella One stands beneath distant suns, patient and unhurried. Planet in mid-explosion, its pieces drifting outward. Countless asteroids accompany this planet on its voyage. A multitude of moons orbit, silently accompanying this world. Ancient buildings and shattered relics tell a tragic story of decline.",Exploding,Ruins,,Asteroids,Common,https://thonbo.com/uniworlds-nft
